id_farmakou,onoma_farmakou,energi_ousia
47712,Efluelda,"Influenza Virus B/Michigan/01/2021, Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), Inactivated, Influenza A Virus, A/Croatia/10136rv/2023 (H3n2) Like Strain X-425a, Inactivated"
47713,Efluelda,"Influenza Virus B/Michigan/01/2021, Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), Inactivated, Influenza A Virus, A/Croatia/10136rv/2023 (H3n2) Like Strain X-425a, Inactivated"
47714,Efluelda,"Influenza Virus B/Michigan/01/2021, Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), Inactivated, Influenza A Virus, A/Croatia/10136rv/2023 (H3n2) Like Strain X-425a, Inactivated"
47715,Efluelda,"Influenza Virus B/Michigan/01/2021, Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), Inactivated, Influenza A Virus, A/Croatia/10136rv/2023 (H3n2) Like Strain X-425a, Inactivated"
47716,Efluelda,"Influenza Virus B/Michigan/01/2021, Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), Inactivated, Influenza A Virus, A/Croatia/10136rv/2023 (H3n2) Like Strain X-425a, Inactivated"
47717,Efluelda,"Influenza Virus B/Michigan/01/2021, Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), Inactivated, Influenza A Virus, A/Croatia/10136rv/2023 (H3n2) Like Strain X-425a, Inactivated"
47718,Efluelda Tetra,"B/Phuket/3073/2013-Like Virus (B/Phuket/3073/2013, Wild Type), Influenza Virus B/Michigan/01/2021, Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), Inactivated, Influenza A Virus, A/Croatia/10136rv/2023 (H3n2) Like Strain X-425a, Inactivated"
47719,Efluelda Tetra,"B/Phuket/3073/2013-Like Virus (B/Phuket/3073/2013, Wild Type), Influenza Virus B/Michigan/01/2021, Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), Inactivated, Influenza A Virus, A/Croatia/10136rv/2023 (H3n2) Like Strain X-425a, Inactivated"
47720,Efluelda Tetra,"B/Phuket/3073/2013-Like Virus (B/Phuket/3073/2013, Wild Type), Influenza Virus B/Michigan/01/2021, Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), Inactivated, Influenza A Virus, A/Croatia/10136rv/2023 (H3n2) Like Strain X-425a, Inactivated"
47721,Efluelda Tetra,"B/Phuket/3073/2013-Like Virus (B/Phuket/3073/2013, Wild Type), Influenza Virus B/Michigan/01/2021, Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), Inactivated, Influenza A Virus, A/Croatia/10136rv/2023 (H3n2) Like Strain X-425a, Inactivated"
47722,Efluelda Tetra,"B/Phuket/3073/2013-Like Virus (B/Phuket/3073/2013, Wild Type), Influenza Virus B/Michigan/01/2021, Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), Inactivated, Influenza A Virus, A/Croatia/10136rv/2023 (H3n2) Like Strain X-425a, Inactivated"
47723,Efluelda Tetra,"B/Phuket/3073/2013-Like Virus (B/Phuket/3073/2013, Wild Type), Influenza Virus B/Michigan/01/2021, Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), Inactivated, Influenza A Virus, A/Croatia/10136rv/2023 (H3n2) Like Strain X-425a, Inactivated"
47724,Efluelda Tetra,"B/Phuket/3073/2013-Like Virus (B/Phuket/3073/2013, Wild Type), Influenza Virus B/Michigan/01/2021, Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), Inactivated, Influenza A Virus, A/Croatia/10136rv/2023 (H3n2) Like Strain X-425a, Inactivated"
47725,Efluelda Tetra,"B/Phuket/3073/2013-Like Virus (B/Phuket/3073/2013, Wild Type), Influenza Virus B/Michigan/01/2021, Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), Inactivated, Influenza A Virus, A/Croatia/10136rv/2023 (H3n2) Like Strain X-425a, Inactivated"
47726,Efluelda Tetra,"B/Phuket/3073/2013-Like Virus (B/Phuket/3073/2013, Wild Type), Influenza Virus B/Michigan/01/2021, Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), Inactivated, Influenza A Virus, A/Croatia/10136rv/2023 (H3n2) Like Strain X-425a, Inactivated"
47727,Efluelda Tetra,"B/Phuket/3073/2013-Like Virus (B/Phuket/3073/2013, Wild Type), Influenza Virus B/Michigan/01/2021, Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), Inactivated, Influenza A Virus, A/Croatia/10136rv/2023 (H3n2) Like Strain X-425a, Inactivated"
47728,Efluelda Tetra,"B/Phuket/3073/2013-Like Virus (B/Phuket/3073/2013, Wild Type), Influenza Virus B/Michigan/01/2021, Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), Inactivated, Influenza A Virus, A/Croatia/10136rv/2023 (H3n2) Like Strain X-425a, Inactivated"
47729,Efluelda Tetra,"B/Phuket/3073/2013-Like Virus (B/Phuket/3073/2013, Wild Type), Influenza Virus B/Michigan/01/2021, Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), Inactivated, Influenza A Virus, A/Croatia/10136rv/2023 (H3n2) Like Strain X-425a, Inactivated"
47730,Efluelda Tetra,"B/Phuket/3073/2013-Like Virus (B/Phuket/3073/2013, Wild Type), Influenza Virus B/Michigan/01/2021, Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), Inactivated, Influenza A Virus, A/Croatia/10136rv/2023 (H3n2) Like Strain X-425a, Inactivated"
47731,Efluelda Tetra,"B/Phuket/3073/2013-Like Virus (B/Phuket/3073/2013, Wild Type), Influenza Virus B/Michigan/01/2021, Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), Inactivated, Influenza A Virus, A/Croatia/10136rv/2023 (H3n2) Like Strain X-425a, Inactivated"
47732,Efluelda Tetra,"B/Phuket/3073/2013-Like Virus (B/Phuket/3073/2013, Wild Type), Influenza Virus B/Michigan/01/2021, Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), Inactivated, Influenza A Virus, A/Croatia/10136rv/2023 (H3n2) Like Strain X-425a, Inactivated"
47733,Efluelda Tetra,"B/Phuket/3073/2013-Like Virus (B/Phuket/3073/2013, Wild Type), Influenza Virus B/Michigan/01/2021, Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), Inactivated, Influenza A Virus, A/Croatia/10136rv/2023 (H3n2) Like Strain X-425a, Inactivated"
47734,Efluelda Tetra,"B/Phuket/3073/2013-Like Virus (B/Phuket/3073/2013, Wild Type), Influenza Virus B/Michigan/01/2021, Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), Inactivated, Influenza A Virus, A/Croatia/10136rv/2023 (H3n2) Like Strain X-425a, Inactivated"
47735,Efluelda Tetra,"B/Phuket/3073/2013-Like Virus (B/Phuket/3073/2013, Wild Type), Influenza Virus B/Michigan/01/2021, Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), Inactivated, Influenza A Virus, A/Croatia/10136rv/2023 (H3n2) Like Strain X-425a, Inactivated"
47736,Efluelda Tetra,"B/Phuket/3073/2013-Like Virus (B/Phuket/3073/2013, Wild Type), Influenza Virus B/Michigan/01/2021, Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), Inactivated, Influenza A Virus, A/Croatia/10136rv/2023 (H3n2) Like Strain X-425a, Inactivated"
47737,Efluelda Tetra,"B/Phuket/3073/2013-Like Virus (B/Phuket/3073/2013, Wild Type), Influenza Virus B/Michigan/01/2021, Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), Inactivated, Influenza A Virus, A/Croatia/10136rv/2023 (H3n2) Like Strain X-425a, Inactivated"
47738,Efluelda Tetra,"B/Phuket/3073/2013-Like Virus (B/Phuket/3073/2013, Wild Type), Influenza Virus B/Michigan/01/2021, Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), Inactivated, Influenza A Virus, A/Croatia/10136rv/2023 (H3n2) Like Strain X-425a, Inactivated"
47739,Efluelda Tetra Saison 2025/2026,"B/Phuket/3073/2013-Like Virus (B/Phuket/3073/2013, Wild Type), Influenza Virus B/Michigan/01/2021, Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), Inactivated, Influenza A Virus, A/Croatia/10136rv/2023 (H3n2) Like Strain X-425a, Inactivated"
47740,Efluelda Tiv,"Influenza Virus B/Michigan/01/2021, Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), Inactivated, Influenza A Virus, A/Croatia/10136rv/2023 (H3n2) Like Strain X-425a, Inactivated"
47741,Efluelda Tiv,"Influenza Virus B/Michigan/01/2021, Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), Inactivated, Influenza A Virus, A/Croatia/10136rv/2023 (H3n2) Like Strain X-425a, Inactivated"
47742,Efluelda Tiv-Hd,"Influenza Virus B/Michigan/01/2021, Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), Inactivated, Influenza A Virus, A/Croatia/10136rv/2023 (H3n2) Like Strain X-425a, Inactivated"
47743,Efmody,Hydrocortisone
47744,Efmody,Hydrocortisone
47745,Efmody,Hydrocortisone
47746,Efmody,Hydrocortisone
47747,Efox,Cefuroxime
47748,Efracea,Doxycycline
47749,Efracea,Doxycycline
47750,Efracea,Doxycycline
47751,Efracea,Doxycycline
47752,Efracea,Doxycycline
47753,Efracea,Doxycycline
47754,Efracea,Doxycycline
47755,Efracea,Doxycycline
47756,Efracea,Doxycycline Monohydrate
47757,Efridol,Nimesulide
47758,Efridol,Nimesulide
47759,Efrinol,Ephedrine Hydrochloride
47760,Efrinter,Ivermectin
47761,Efrivirallabiale,Aciclovir
47762,Efrozin,Omeprazole
47763,Eftoran,Bicalutamide
47764,Eftry,Ceftriaxone Disodium Salt Hemiheptahydrate
47765,Efudix,Fluorouracil
47766,Efudix,Fluorouracil
47767,Efudix,Fluorouracil
47768,Efudix,Fluorouracil
47769,Efudix,Fluorouracil
47770,Efudix,Fluorouracil
47771,Efudix,Fluorouracil
47772,Efudix,Fluorouracil
47773,Efudix,Fluorouracil
47774,Efudix,Fluorouracil
47775,Efudix,Fluorouracil
47776,Egaten,Triclabendazole
47777,Egerian,"Gentamicin, Betamethasone"
47778,Egianti,Levonorgestrel
47779,Egidon,Etoricoxib
47780,Egiferon,Interferon Alfa
47781,Egiferon,Interferon Alfa
47782,Egilok,Metoprolol Tartrate
47783,Egilok,Metoprolol Tartrate
47784,Egilok,Metoprolol Tartrate
47785,Egilok,Metoprolol Tartrate
47786,Egina,"Drospirenone, Ethinylestradiol"
47787,Egiramlon,"Ramipril, Amlodipine Besilate"
47788,Egiramlon,"Ramipril, Amlodipine Besilate"
47789,Egiramlon,"Ramipril, Amlodipine Besilate"
47790,Egiramlon,"Ramipril, Amlodipine Besilate"
47791,Egistrozol,Anastrozole
47792,Egistrozol,Anastrozole
47793,Egistrozol,Anastrozole
47794,Egistrozol,Anastrozole
47795,Egistrozol,Anastrozole
47796,Egitim,Ezetimibe
47797,Egitromb,Clopidogrel Hydrogen Sulfate
47798,Eglonyl,Sulpiride
47799,Eglonyl,Sulpiride
47800,Eglonyl,Sulpiride
47801,Eglonyl,Sulpiride
47802,Eglonyl Forte,Sulpiride
47803,Egogyn,"Ethinylestradiol, Levonorgestrel"
47804,Egolanza,Olanzapine Dihydrochloride Trihydrate
47805,Egolanza,Olanzapine Dihydrochloride Trihydrate
47806,Egolanza,Olanzapine Dihydrochloride Trihydrate
47807,Egoropal,Paliperidone Palmitate
47808,Egoropal,Paliperidone Palmitate
47809,Egoropal,Paliperidone Palmitate
47810,Egoropal,Paliperidone Palmitate
47811,Egoropal,Paliperidone Palmitate
47812,Egostar,Colecalciferol
47813,Egotux,Sunitinib
47814,Egotux,Sunitinib
47815,Egystol,"Sulfur D10, Sulfur D4, Vincetoxicum Hirundinaria D10, Vincetoxicum Hirundinaria D30, Vincetoxicum Hirundinaria D6"
47816,Egzysta,Pregabalin
47817,Ei (Ganz) Bencard Allergie,"Egg, Whole"
47818,"Eibischblätter, Eibischwurzel, Süßholzwurzel, Anis Hals- Und Rachen-Beruhigungstee Zur Anwendung Bei Erwachsenen Und Jugendlichen Ab 12 Jahren Sidroga","Marshmallow Leaf, Marshmallow Root, Pimpinella Anisum, Liquorice Root"
47819,Eibischwurzel Abtswinder Naturheilmittel,Marshmallow Root
47820,Eibischwurzel Aurica Naturheilmittel Und Naturwaren Gmbh,Marshmallow Root
47821,Eibischwurzel Bombastus-Werke,Marshmallow Root
47822,Eiche Bencard Allergie,Oak Pollen
47823,Eiche Hal Allergy,Quercus Robur L.
47824,Eichenrinde,Quercus
47825,Eichenrinde Abtswinder Naturheilmittel,Quercus Cortex
47826,Eichenrinde Bombastus-Werke,Quercus Cortex
47827,Eichenrinde Salus Haus,Quercus Cortex
47828,Eicosan,"Fish Oil, Rich In Omega-3-Acids"
47829,Eicosapen,"Fish Oil, Rich In Omega-3-Acids"
47830,Einsalpha,Alfacalcidol
47831,Einsalpha®,Alfacalcidol
47832,Einschlaf Tee,Melissa Leaf
47833,Einschlaf Tee,Passiflorae Herba
47834,Einschlaf-Kapseln,"Hop Strobile Dry Extract (4-8:1), Valerian Root Dry Extract (3-6:1), Ethanol 70 %(V/V)"
47835,Eiren,Ibuprofen
47836,Eisen,Ferrous Gluconate Hydrate Ph.Eur.
47837,Eisen(Ⅲ)-Carboxymaltose Ratiopharm,Ferric Carboxymaltose
47838,Eisen(Ⅲ)-Carboxymaltose Ratiopharm,Iron
47839,Eisencarboxymaltose,Ferric Carboxymaltose
47840,Eisen-Carboxymaltose Anabiosis,Iron
47841,Eisen-Carboxymaltose Ratiopharm,Iron
47842,Eisencarboxymaltose Sandoz,Iron
47843,Eisen-Carboxymaltose Teva,Ferric Carboxymaltose
47844,Eisencarboxymaltose Viatris,Ferric Carboxymaltose
47845,Eisensulfat Lomapharm,Dried Ferrous Sulfate
47846,Eisensulfat Lomapharm,Ferrous Sulphate Monohydrate
47847,Eisentabletten,Dried Ferrous Sulfate
47848,Eisentabletten,Dried Ferrous Sulfate
47849,Eisentabletten N,Dried Ferrous Sulfate
47850,Eiyzey,Aflibercept
47851,Eiyzey,Aflibercept
47852,Eiyzey,Aflibercept
47853,Eiyzey,Aflibercept
47854,Ejacuprä,"Lidocaine Hydrochloride Monohydrate, Levomenthol, Camphor, Racemic"
47855,Ejulir,Liraglutide
47856,Ejulir,Liraglutide
47857,Ejulir,Liraglutide
47858,Ejulir,Liraglutide
47859,Ejulir,Liraglutide
47860,Ejulir,Liraglutide
47861,Ejulir,Liraglutide
47862,Ejulir,Liraglutide
47863,Ejulir,Liraglutide
47864,Ekara,Moxifloxacin Hydrochloride
47865,Ekara,Moxifloxacin Hydrochloride
47866,Ekarzin,Betamethasone
47867,Ekinalife,"Echinacea Purpurea Root, Echinacea Pallida Root"
47868,Ekistol,Cilostazol
47869,Eklipo,"Ezetimibe, Rosuvastatin Calcium"
47870,Eklira Genuair,Aclidinium Bromide
47871,Eklira Genuair,Aclidinium Bromide
47872,Eklira Genuair,Aclidinium Bromide
47873,Eklira Genuair,Aclidinium Bromide
47874,Eklivan,Somatostatin
47875,Eko,Dexamethasone Phosphate
47876,Eksametazim Radiopharmacy Laboratory,Exametazime
47877,Eksemestan Jgl,Exemestane
47878,Eksunbi,Ustekinumab
47879,Eksunbi,Ustekinumab
47880,Ekterly,Sebetralstat
47881,Ekterly,Sebetralstat
47882,Ekterly,Sebetralstat
47883,Ekterly,Sebetralstat
47884,Ekzem,Fluocinolone Acetonide
47885,Ekzem,Fluocinolone Acetonide
47886,Ekzem,Fluocinolone Acetonide
47887,Ekzem-Entoxin N,"Calcium Hypophosphorosum Dil. D1, Graphites Dil. D10, Bellis Perennis Mother Tincture"
47888,Ekzemsalbe „f“,Hydrocortisone Acetate
47889,Ekzevowen,"Mahonia Aquifolium Mother Tincture, Centella Asiatica Ø, Viola Tricolor Ø"
47890,Elacutan,Urea
47891,Elacutan Fettcreme,Urea
47892,Eladynos,Abaloparatide
47893,Eladynos,Abaloparatide
47894,Eladynos,Abaloparatide
47895,Eladynos,Abaloparatide
47896,Elahere,Mirvetuximab Soravtansine
47897,Elahere,Mirvetuximab Soravtansine
47898,Elahere,Mirvetuximab Soravtansine
47899,Elahere,Mirvetuximab Soravtansine
47900,Elahere,Mirvetuximab Soravtansine
47901,Elan,Isosorbide Mononitrate
47902,Elanix,Ezetimibe
47903,Elanix,Ezetimibe
47904,Elanosta,Alendronate Sodium Trihydrate
47905,Elantan,Isosorbide Mononitrate
47906,Elantan La,Isosorbide Mononitrate
47907,Elantan La,Isosorbide Mononitrate
47908,Elantan Long,Isosorbide Mononitrate
47909,Elaprase,Idursulfase
47910,Elaprase,Idursulfase
47911,Elaprase,Idursulfase
47912,Elaprase,Idursulfase
47913,Elás,"Liquid Extract From Fresh Symphyti Radix (1:2), Extration Solvent: Ethanol 60% (V/V)"
47914,Elatofen,Oxaliplatin
47915,Elatrex,"Oxycodone Hydrochloride, Naloxone Hydrochloride Dihydrate"
47916,Elavil,Amitriptyline Hydrochloride
47917,Elavil,Amitriptyline Hydrochloride - Bp
47918,Elazor,Fluconazole
47919,Elcontrol,Omeprazole
47920,Elcozek®,Omeprazole
47921,Eldefab,Lisdexamfetamine Dimesylate
47922,Eldepryl,Selegiline Hydrochloride
47923,Eldepryl,Selegiline Hydrochloride
47924,Eldepryl,Selegiline Hydrochloride
47925,Eldepryl,Selegiline Hydrochloride
47926,Eldepryl,Selegiline Hydrochloride
47927,Eldepryl,Selegiline Hydrochloride
47928,Eldepryl,Selegiline Hydrochloride
47929,Eldepryl,Selegiline Hydrochloride
47930,Eldepryl,Selegiline Hydrochloride
47931,Eldicet,Pinaverium Bromide
47932,Eldisine,Vindesine Sulfate
47933,Eldisine,Vindesine Sulfate
47934,Eldisine,Vindesine Sulfate
47935,Eleber,Cabazitaxel
47936,Eleber,Cabazitaxel
47937,Eleber,Cabazitaxel
47938,Eleber,Cabazitaxel
47939,Eleber,Cabazitaxel
47940,Eleber,Cabazitaxel
47941,Eleber,Cabazitaxel
47942,Eleber,Cabazitaxel
47943,Eleber,Cabazitaxel
47944,Eleber,Cabazitaxel
47945,Eleber,Cabazitaxel
47946,Elebloc,Carteolol Hydrochloride
47947,Elebrato Ellipta,"Umeclidinium Bromide, Fluticasone Furoate, Vilanterol"
47948,Elebrato Ellipta,"Umeclidinium Bromide, Fluticasone Furoate, Vilanterol"
47949,Elebrato Ellipta,"Umeclidinium Bromide, Fluticasone Furoate, Vilanterol"
47950,Elebrato Ellipta,"Umeclidinium Bromide, Fluticasone Furoate, Vilanterol"
47951,Elecor,Eplerenone
47952,Elecoxel,Celecoxib
47953,Electrolyte,"Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate, Sodium Acetate Trihydrate, Sodium Citrate Dihydrate"
47954,Electrolytes Vioser,"Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate, Sodium Acetate Trihydrate"
47955,Elektra,"Enalapril Maleate, Hydrochlorothiazide"
47956,Elektrolyt 148 Mit Glucose 1 Päd Zur Anwendung Bei Säuglingen Und Kindern,"Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate, Sodium Acetate Trihydrate, Glucose Monohydrate Ph. Eur."
47957,Elektrolyt-Infusionslösung 153 Gesamtkationen/-Anionen,"Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate, Sodium Acetate Trihydrate"
47958,Elektrolyt-Infusionslösung 153 Mit Glucose 5,"Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate, Sodium Acetate Trihydrate, Glucose Monohydrate Ph. Eur."
47959,"Elektrolyt-Infusionslösung 35 Mit
glucose 5 Bei Säuglingen Und Kleinkindern","Sodium Chloride, Glucose Monohydrate, Sodium Acetate Trihydrate"
47960,"Elektrolyt-Infusionslösung 38 Mit
glucose 5 Bei Säuglingen Und Kleinkindern","Sodium Dihydrogen Phosphate Dihydrate, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Glucose Monohydrate, Sodium Acetate Trihydrate"
47961,Elektrolyt-Infusionslösung 75 Mit Glucose 5,"Sodium Dihydrogen Phosphate Dihydrate, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Sodium Acetate Trihydrate, Glucose Monohydrate Ph. Eur."
47962,"Elektrolyt-Infusionslösung 77
mit Glucose 5 Bei Säuglingen, Kindern Und Erwachsenen","Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate, Sodium Acetate Trihydrate, Glucose Monohydrate Ph. Eur."
47963,Elenium,Chlordiazepoxide
47964,Elenium,Chlordiazepoxide
47965,Elenium,Chlordiazepoxide
47966,Elenium,Chlordiazepoxide
47967,Elenium,Chlordiazepoxide
47968,Elenium,Chlordiazepoxide
47969,Eleonor 20,"Ethinylestradiol, Levonorgestrel"
47970,Elernap,"Enalapril Maleate, Lercanidipine Hydrochloride"
47971,Elestar,"Olmesartan Medoxomil, Amlodipine"
47972,Elestar Hct,"Olmesartan Medoxomil, Amlodipine, Hydrochlorothiazide"
47973,Eletop,Eletriptan
47974,Eletrip,Eletriptan
47975,Eletrip Hormosan,Eletriptan
47976,Eletriptan,Eletriptan
47977,Eletriptan,Eletriptan Hydrobromide
47978,Eletriptan Arrow,Eletriptan
47979,Eletriptan Aurobindo,Eletriptan
47980,Eletriptan Aurobindo,Eletriptan
47981,Eletriptán Aurovitas,Eletriptan
47982,Eletriptan Bgr,Eletriptan Hydrobromide
47983,Eletriptan Biogaran,Eletriptan Hydrobromide
47984,Eletriptan Bluefish,Eletriptan
47985,Eletriptán Bluefish,Eletriptan
47986,Eletriptan Chanelle Medical,Eletriptan
47987,Eletriptan Consilient Health,Eletriptan
47988,Eletriptan Doc Generici,Eletriptan
47989,Eletriptan Eg,Eletriptan
47990,Eletriptan Eg,Eletriptan
47991,Eletriptan Mylan,Eletriptan
47992,Eletriptan Orion,Eletriptan
47993,Eletriptan Orion,Eletriptan
47994,Eletriptan Pensa,Eletriptan
47995,Eletriptan Pensa,Eletriptan
47996,Eletriptan Quiver,Eletriptan
47997,Eletriptan Quiver Lab,Eletriptan
47998,Eletriptan Teva,Eletriptan
47999,Eletriptan Upjohn Uk,Eletriptan
48000,Eletriptan Viatris,Eletriptan
48001,Eletriptan Viatris,Eletriptan
48002,Eletriptan Viatris,Eletriptan Hydrobromide
48003,Eletriptan Williams & Halls,Eletriptan
48004,Eletriptan Zentiva,Eletriptan Hydrobromide Monohydrate
48005,Eletriptan Zydus,Eletriptan Hydrobromide
48006,Eletriptano Aurovitas,Eletriptan
48007,Eletriptano Generis,Eletriptan
48008,Elettrolitica Bilanciata Di Mantenimento Con Glucosio,"Sodium Chloride, Glucose Monohydrate, Magnesium Acetate Tetrahydrate, Potassium Acetate"
48009,Elettrolitica Bilanciata Di Mantenimento Con Glucosio Fresenius Kabi Italia,"Sodium Chloride, Glucose Monohydrate, Magnesium Acetate, Potassium Acetate"
48010,Elettrolitica Bilanciata Di Mantenimento Con Glucosio I,"Sodium Chloride, Glucose Monohydrate, Magnesium Acetate Tetrahydrate, Potassium Acetate"
48011,Elettrolitica Bilanciata Di Mantenimento Con Glucosio I Galenica Senese,"Sodium Chloride, Glucose Monohydrate, Magnesium Acetate Tetrahydrate, Potassium Acetate"
48012,Elettrolitica Bilanciata Di Mantenimento Con Glucosio I Monico,"Sodium Chloride, Glucose Monohydrate, Magnesium Acetate, Potassium Acetate"
48013,Elettrolitica Bilanciata Di Mantenimento Con Glucosio Ii,"Sodium Chloride, Glucose Monohydrate, Magnesium Acetate Tetrahydrate, Potassium Acetate"
48014,Elettrolitica Bilanciata Di Mantenimento Con Glucosio Ii,"Sodium Chloride, Glucose Monohydrate, Magnesium Acetate, Potassium Acetate"
48015,Elettrolitica Bilanciata Di Mantenimento Con Glucosio Ii Baxter,"Sodium Chloride, Glucose Monohydrate, Magnesium Acetate, Potassium Acetate"
48016,Elettrolitica Bilanciata Di Mantenimento Con Glucosio Ii Galenica Senese,"Sodium Chloride, Glucose Monohydrate, Magnesium Acetate Tetrahydrate, Potassium Acetate"
48017,Elettrolitica Bilanciata Di Mantenimento Con Glucosio Ii Monico,"Sodium Chloride, Glucose Monohydrate, Magnesium Acetate, Potassium Acetate"
48018,Elettrolitica Di Mantenimento Con Glucosio Galenica Senese,"Dipotassium Phosphate, Potassium Chloride, Sodium Chloride, Glucose Monohydrate, Sodium Acetate Trihydrate"
48019,Elettrolitica Di Reintegrazione Con Glucosio E Sodio Gluconato Fresenius Kabi Italia,"Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Glucose Monohydrate, Sodium Acetate Trihydrate, Sodium Gluconate"
