kwdikos_farmakou,onoma_farmakou,
42552,Diozi,,
42553,Dip Hot Rozgrzewający,,
42554,Dip Rilif,,
42555,Dipalen,,
42556,Dipankrin Optimum,,
42557,Dipankrin Optimum,,
42558,Dipen,,
42559,Dipentamethylenthiuramdisulfid Smartpractice Europe,,
42560,Dipentum,,
42561,Dipentum,,
42562,Dipentum,,
42563,Dipentum,,
42564,Dipentum,,
42565,Dipentum,,
42566,Dipentum,,
42567,Dipentum,,
42568,Dipentum,,
42569,Dipeptamin,,
42570,Dipeptamin,,
42571,Dipeptiven,,
42572,Dipeptiven,,
42573,Dipeptiven,,
42574,Dipeptiven,,
42575,Dipeptiven,,
42576,Dipeptiven,,
42577,Dipeptiven,,
42578,Dipeptiven,,
42579,Dipeptiven,,
42580,Dipeptiven,,
42581,Dipeptiven,,
42582,Dipeptiven,,
42583,Dipeptiven,,
42584,Dipeptiven,,
42585,Dipeptiven,,
42586,Dipeptiven,,
42587,Dipeptiven,,
42588,Dipeptiven,,
42589,Dipeptiven,,
42590,Dipeptiven,,
42591,Dipeptiven,,
42592,Dipeptiven,,
42593,Dipeptiven,,
42594,Dipeptiven,,
42595,Dipeptiven,,
42596,Diphantoïne,,
42597,Diphantoïne,,
42598,Diphantoine-Z 100,,
42599,Diphantoïne-Z 100,,
42600,Diphantoine-Z 25,,
42601,Diphantoïne-Z 25,,
42602,Diphantoïne-Z 50,,
42603,Diphantoine-Z 75,,
42604,Diphantoïne-Z 75,,
42605,Diphedan,,
42606,Diphenhydramin Hevert,,
42607,Diphenhydramine Hydrochloride,,
42608,Diphenhydramine Hydrochloride Crescent Pharma Limited,,
42609,Diphenhydramine Hydrochloride Flamingo Pharma Uk,,
42610,Diphenhydraminhydrochlorid Stada,,
42611,Diphenylthioharnstoff Smartpractice Europe,,
42612,Diphereline,,
42613,Diphereline,,
42614,Diphereline,,
42615,Diphereline,,
42616,Diphereline,,
42617,Diphereline,,
42618,Diphereline,,
42619,Diphereline,,
42620,Diphereline,,
42621,Diphereline,,
42622,Diphereline,,
42623,Diphereline,,
42624,Diphereline,,
42625,Diphereline,,
42626,Diphereline,,
42627,Diphereline Pr,,
42628,Diphereline S.R.,,
42629,Diphereline S.R.,,
42630,Diphereline S.R.,,
42631,Diphereline S.R.,,
42632,Diphereline Sr,,
42633,Diphereline Sr,,
42634,Diphereline Sr,,
42635,Diphergan,,
42636,"Diphtheria, Tetanus, Poliomyelitis Vaccine Bilthoven Biologicals",,
42637,Dipidolor,,
42638,Dipidolor,,
42639,Dipidolor,,
42640,Dipidolor,,
42641,Dipidolor,,
42642,Dipidolor,,
42643,Dipipanone/Cyclizine Amdipharm Uk Limited,,
42644,Dipiperon,,
42645,Dipiperon,,
42646,Dipiperon,,
42647,Dipiperon,,
42648,Dipiperon,,
42649,Dipiperon,,
42650,Dipiperon,,
42651,Dipiridamol Labesfal,,
42652,Dipleksil,,
42653,Dipleksil,,
42654,Diplexil,,
42655,Diplexil-R,,
42656,Diplorin,,
42657,Dipperam,,
42658,Dipperam,,
42659,Dipperam,,
42660,Dipperam,,
42661,Dipperam,,
42662,Dipperam Hct,,
42663,Dipperam Hct,,
42664,Dipperam Hct,,
42665,Dipperam Hct,,
42666,Dipperam Sandoz Pharmaceuticals S.R.L.,,
42667,Dipperam/Hct,,
42668,Dipper-Mono,,
42669,Diprasorin,,
42670,Diprasorin,,
42671,Diprex,,
42672,Diprimis,,
42673,Diprivan,,
42674,Diprivan,,
42675,Diprivan,,
42676,Diprivan,,
42677,Diprivan,,
42678,Diprivan,,
42679,Diprivan,,
42680,Diprivan,,
42681,Diprivan 1%,,
42682,Diprivan 1%,,
42683,Diprivan 2%,,
42684,Diprivan 2%,,
42685,Diprivan-10,,
42686,Diprivan-20,,
42687,Diprobase,,
42688,Diprobase,,
42689,Diproderm,,
42690,Diproderm,,
42691,Diproderm,,
42692,Diproforte,,
42693,Diprofos Depot,,
42694,Diprogenta,,
42695,Diprogenta,,
42696,Diprogenta,,
42697,Diprogenta,,
42698,Diprogenta,,
42699,Diprogenta,,
42700,Diprogenta,,
42701,Diprogenta,,
42702,Diprolene,,
42703,Diprolene,,
42704,Diprolene,,
42705,Diprolene,,
42706,Dipront,,
42707,Diprophos,,
42708,Diprophos,,
42709,Diprophos,,
42710,Diprophos,,
42711,Diprophos,,
42712,Diprophos Ampoule,,
42713,Diprophos Ampoule,,
42714,Diprophos Ampul,,
42715,Diprophos Ampulle,,
42716,Diprophos Disposable Syringe,,
42717,Diprophos Disposable Syringe,,
42718,Diprosalic,,
42719,Diprosalic,,
42720,Diprosalic,,
42721,Diprosalic,,
42722,Diprosalic,,
42723,Diprosalic,,
42724,Diprosalic,,
42725,Diprosalic,,
42726,Diprosalic,,
42727,Diprosalic,,
42728,Diprosalic,,
42729,Diprosalic,,
42730,Diprosalic,,
42731,Diprosalic,,
42732,Diprosalic,,
42733,Diprosalic,,
42734,Diprosalic,,
42735,Diprosalic,,
42736,Diprosalic,,
42737,Diprosalic,,
42738,Diprosalic,,
42739,Diprosalic,,
42740,Diprosalic Salbe,,
42741,Diprosalic Scalp Application,,
42742,Diprosis,,
42743,Diprosone,,
42744,Diprosone,,
42745,Diprosone,,
42746,Diprosone,,
42747,Diprosone,,
42748,Diprosone,,
42749,Diprosone,,
42750,Diprosone,,
42751,Diprosone,,
42752,Diprosone,,
42753,Diprosone,,
42754,Diprosone,,
42755,Diprosone,,
42756,Diprosone,,
42757,Diprosone,,
42758,Diprosone Creme,,
42759,Diprosone Depot 1 Ml Ampulle,,
42760,Diprosone N.V.,,
42761,Diprosone Salbe,,
42762,Diprospan,,
42763,Diprospan,,
42764,Diprostene,,
42765,Diprotit,,
42766,Diprotit,,
42767,Diptensa,,
42768,Diptivil,,
42769,Diptivil,,
42770,Diptivil,,
42771,Diptivil,,
42772,Diptivil,,
42773,Diptivil,,
42774,Diptivil Duo,,
42775,Diptivil Duo,,
42776,Diptivil Duo,,
42777,Diptivil Duo,,
42778,Diptivil Duo,,
42779,Diptivil Duo,,
42780,Dipyridamol Alternova,,
42781,Dipyridamol Alternova,,
42782,Dipyridamol Glenmark,,
42783,Dipyridamol Glenmark,,
42784,Dipyridamol Sandoz,,
42785,Dipyridamol Strides,,
42786,Dipyridamol/Acetylsalicylzuur Sandoz,,
42787,Dipyridamole Accord-Uk,,
42788,Dipyridamole Accord-Uk,,
42789,Dipyridamole Bp Chelonia Healthcare,,
42790,Dipyridamole Dr. Reddy’s,,
42791,Dipyridamole Genethics Europe,,
42792,Dipyridamole Renata (Uk),,
42793,Dipyridamole Rosemont Pharmaceuticals,,
42794,Dipyridamole Strides Pharma Uk Ltd,,
42795,Dipyridamole Syri Pharma,,
42796,Dirahist,,
42797,Direktan,,
42798,Direxyn,,
42799,Direxyn,,
42800,Dironorm,,
42801,Dironorm,,
42802,Dironorm,,
42803,Dironorm,,
42804,Dironorm,,
42805,Dironorm,,
42806,Dironorm,,
42807,Dironorm,,
42808,Diroton,,
42809,Diroton,,
42810,Diroton,,
42811,Diroton Plus H,,
42812,Disbron,,
42813,Disci Bamb,,
42814,Disci Bamb. Hm,,
42815,Disci Bamb. Hom,,
42816,Disci Comp. Cum Aesculo,,
42817,Disci Comp. Cum Argento,,
42818,Disci Comp. Cum Argento,,
42819,Disci Comp. Cum Argento,,
42820,Disci Comp. Cum Auro,,
42821,Disci Comp. Cum Auro,,
42822,Disci Comp. Cum Nicotiana,,
42823,Disci Comp. Cum Nicotiana,,
42824,Disci Comp. Cum Pulsatilla,,
42825,Disci Comp. Cum Stanno,,
42826,Disci Comp. Cum Stanno,,
42827,Disci Comp. Cum Stanno,,
42828,Disci Comp. Cum Stibio,,
42829,Disci Comp. Cum Stibio,,
42830,Disci/Rhus Toxicodendron Comp.,,
42831,Disci/Rhus Toxicodendron Comp.,,
42832,Disci/Viscum Comp. Cum Argento,,
42833,Disci/Viscum Comp. Cum Stanno,,
42834,Disci/Viscum Comp. Cum Stanno,,
42835,Disci/Viscum Comp. Cum Stanno,,
42836,Discorid,,
42837,Discotrine,,
42838,Discus Compositum,,
42839,Discus Compositum,,
42840,Discus Compositum N Mit Kalmia,,
42841,Discus Compositum N Mit Kalmia,,
42842,Discus Intervertebralis Suis-Injeel,,
42843,Discus Intervertebralis Suis-Injeel Forte,,
42844,Disenil,,
42845,Diseon,,
42846,Disepavit,,
42847,Diserinal,,
42848,Disgren,,
42849,Disgren,,
42850,Disimet,,
42851,Disinfarm,,
42852,Disintyl,,
42853,Disipal,,
42854,Disipal,,
42855,Disit,,
42856,Disithrom,,
42857,Dislaven Retard,,
42858,Dislep,,
42859,Dismegyn,,
42860,Dismenol,,
42861,Dismenol Forte,,
42862,Disneumon Pernasal,,
42863,Disocomb,,
42864,Disocor,,
42865,Disocor,,
42866,Disodium Pamidronate Medac,,
42867,Disodium Pamidronate Pinewood Laboratories,,
42868,Disodium Pamidronate Wockhardt Uk,,
42869,Disolgas,,
42870,Disoprivan,,
42871,Disopyramide Neon,,
42872,Disopyramide Neon Healthcare,,
42873,Disopyramide Phosphate Generics Uk,,
42874,Disox,,
42875,Dispadex Comp.,,
42876,Dispatenol,,
42877,Dispatenol,,
42878,Dispatim Sine,,
42879,Dispatim Sine,,
42880,Dispepci,,
42881,Disperin,,
42882,Dispersadron-C,,
42883,Dispersible Aspirin,,
42884,Dispersible Aspirin,,
42885,Dispersible Aspirin Bristol Laboratories,,
42886,Dispersible Aspirin M & A Pharmachem,,
42887,Dispersionsblau-3 Smartpractice Europe,,
42888,Dispersionsgelb-3 Smartpractice Europe,,
42889,Dispersionsgelb-9 Smartpractice Europe,,
42890,Disprin Direct,,
42891,Disprin Extra Strength,,
42892,Disprin Original,,
42893,Dissenten,,
42894,Dissenten,,
42895,Dissenten Antidiarrea,,
42896,Dissolvin,,
42897,Distaclor,,
42898,Distaclor,,
42899,Distaclor,,
42900,Distaclor La,,
42901,Distaclor La,,
42902,Distaclor La Forte,,
42903,Distaclor Mr,,
42904,Distamine,,
42905,Distamine,,
42906,Distedon,,
42907,Distedon,,
42908,Distem,,
42909,Distem,,
42910,Distem,,
42911,Distem,,
42912,Disteomin,,
42913,Distickstoff Oxid Air Products,,
42914,Distickstoffmonoxid Air Products,,
42915,Distickstoffmonoxid Für Medizinische Zwecke Nippon Gases Deutschland,,
42916,Distickstoffmonoxid Für Medizinische Zwecke Rießner-Gase,,
42917,Distickstoffmonoxid Für Medizinische Zwecke Sauerstoffwerk Friedrich Guttroff,,
42918,Distickstoffmonoxid Für Medizinische Zwecke Westfalen Ag,,
42919,Distickstoffmonoxid Medical Air Liquide Medical,,
42920,Distickstoffmonoxid Medical Für Medizinische Zwecke Air Liquide Medical,,
42921,Distickstoffmonoxid Medizinisch Sol,,
42922,Distickstoffmonoxid Messer,,
42923,Distickstoffmonoxid Nippon Gases,,
42924,Distickstoffmonoxid Strandmöllen,,
42925,Distickstoffmonoxid Westfalen,,
42926,Distickstoffmonoxid Westfalen,,
42927,Distikstofoxide Medicinaal,,
42928,Distikstofoxide Medicinaal,,
42929,Distikstofoxide Medicinaal,,
42930,Distikstofoxide Medicinaal Air Liquide,,
42931,Distikstofoxide Medicinaal Air Products,,
42932,Distikstofoxide Medicinaal Sol,,
42933,Distikstofoxide Messer,,
42934,Distikstofoxide Westfalen,,
42935,Distilled Witch Hazel Bpc,,
42936,"Distilled Witch Hazel Bpc 1973 Bell, Sons & Co (Druggists)",,
42937,Distraneurin,,
42938,Distraneurin,,
42939,Distraneurin Capsules,,
42940,Distraneurin Kapsel,,
42941,Distraneurin Mixtur,,
42942,Distraneurine,,
42943,Distraza,,
42944,Distreptaza,,
42945,Distreptaza,,
42946,Disufen,,
42947,Disulfiram Accord-Uk,,
42948,Disulfiram Brown & Burk Uk,,
42949,Disulfiram Wzf,,
42950,Disulone,,
42951,Disulone Au Protoxalate De Fer,,
42952,Ditagfenda,,
42953,Ditagfenda,,
42954,Ditagfenda,,
42955,Ditebooster,,
42956,Ditebooster,,
42957,Ditebooster,,
42958,Ditebooster,,
42959,Ditebooster,,
42960,Ditebooster,,
42961,Ditebooster,,
42962,Ditebooster,,
42963,Ditebooster,,
42964,Ditekibooster,,
42965,Ditekibooster,,
42966,Ditekibooster,,
42967,Ditekibooster,,
42968,Ditekibooster,,
42969,Ditel,,
42970,Ditel,,
42971,Ditel,,
42972,Diterpris,,
42973,Dithiaden,,
42974,Dithiaden,,
42975,Dithiaden,,
42976,Dithiaden Inj,,
42977,Dithyron,,
42978,Ditinell,,
42979,Ditinell,,
42980,Ditinell,,
42981,Ditralia,,
42982,Ditralia,,
42983,Ditralia,,
42984,Ditralia,,
42985,Ditrax,,
42986,Ditrim Dublo,,
42987,Ditrim Duplo,,
42988,Ditripentat,,
42989,Ditropan,,
42990,Ditropan,,
42991,Ditropan,,
42992,Ditropan,,
42993,Ditropan,,
42994,Ditropan,,
42995,Ditropan,,
42996,Ditropan,,
42997,Ditropan,,
42998,Ditropan,,
42999,Ditustat,,
43000,Ditustat,,
43001,Ditustat Neo,,
43002,Ditustin,,
43003,Dituzdin,,
43004,Diulo,,
43005,Diural,,
43006,Diural,,
43007,Diuramid,,
43008,Diuramin,,
43009,Diuramin,,
43010,Diuramin Mite,,
43011,Diuran,,
43012,Diured,,
43013,Diurelix Xl,,
43014,Diuremid,,
43015,Diuren,,
43016,Diuresin Sr,,
43017,Diuresix,,
43018,Diuresix,,
43019,Diuretor,,
43020,Diurex,,
43021,Diurex,,
43022,Diurexan,,
43023,Diurinat,,
43024,Diurisil,,
43025,Diurocard,,
43026,Diuron,,
43027,Diuver,,
43028,Diuver,,
43029,Diuver,,
43030,Diuver,,
43031,Diuzine,,
43032,Divalcote,,
43033,Divalol® Galletropfen,,
43034,Divamenstral,,
43035,Divamenstral,,
43036,Divarius,,
43037,Divascan,,
43038,Divascan,,
43039,Diverin,,
43040,Divicil,,
43041,Divicil 80 Mg/Ml,,
43042,Divicil 800 Mg,,
43043,Dividol,,
43044,Dividol,,
43045,Divifarm,,
43046,Divifarm,,
43047,Divifarm,,
43048,Divifarm,,
43049,Divifarm,,
43050,Divifarm,,
43051,Divigel,,
43052,Divigel,,
43053,Divigel,,
43054,Divigel,,
43055,Divigel,,
43056,Divigel,,
43057,Divigel,,
43058,Divigel,,
43059,Divigel,,
43060,Divigel,,
43061,Divigel,,
43062,Divisun,,
43063,Divisun,,
43064,Divisun,,
43065,Divisun,,
43066,Divisun,,
43067,Divod,,
43068,Diwleiz,,
43069,Dixepamur,,
43070,Diza,,
43071,Diza,,
43072,Diza,,
43073,Diza 28,,
43074,Dizinel,,
43075,Dizmine 28,,
43076,Dizmine 28,,
43077,Dizminelle,,
43078,Dizminelle,,
43079,Dizolo,,
43080,Dizzitam,,
43081,Dmdm Hydantoin Smartpractice Europe,,
43082,Dmsa Institute Of Isotopes,,
43083,Dmsa Izotóp Intézet,,
43084,Dmsa Rotop,,
43085,Dmsa Technescan Curium Pharma Spain,,
43086,Dncg,,
43087,Dncg Iso,,
43088,Dnor,,
43089,Dnord,,
43090,Doans Backache,,
43091,"Doans Capsules 500mg, Paracetamol Capsules 500mg",,
43092,Dobendan Direkt,,
43093,Dobendan Direkt,,
43094,Dobendan Direkt Flurbiprofen Spray Honig- Und Zitronengeschmack,,
43095,Dobendan Direkt Flurbiprofen Spray Honig- Und Zitronengeschmack,,
43096,Dobendan Direkt Manuka Honig- & Eukalyptusgeschmack,,
43097,Dobendan Direkt Zuckerfrei,,
43098,Dobendan Husten & Halsreizung Wegrauke,,
43099,Dobendan Hustenlöser,,
43100,Dobendan Hustenstiller,,
43101,Dobendan Strepsils,,
43102,Dobendan Strepsils Cool,,
43103,Dobenhustil,,
43104,Dobenhustil Sīrups,,
43105,Dobenox,,
43106,Dobenox Forte,,
43107,Dobensana Eukalyptus & Menthol,,
43108,Dobensana Honig- Und Zitronengeschmack,,
43109,Dobensana Junior,,
43110,Dobensana Orangengeschmack,,
43111,Dobensana Zuckerfrei Zitronengeschmack,,
43112,Dobesilato Cálcico Lesvi,,
43113,Dobetin,,
43114,Dobetin,,
43115,Dobetin,,
43116,Dobexil  H Ung,,
43117,Dobexil H Ung,,
43118,Doborel,,
43119,Dobren,,
43120,Dobroson,,
43121,Dobupal,,
43122,Dobupal Retard,,
43123,Dobutamin Admeda,,
43124,Dobutamin Admeda,,
43125,Dobutamin Admeda,,
43126,Dobutamin Carinopharm,,
43127,Dobutamin Fresenius,,
43128,Dobutamin Hameln,,
43129,Dobutamin Hameln,,
43130,Dobutamin Hameln,,
43131,Dobutamin Hameln,,
43132,Dobutamin Hameln,,
43133,Dobutamin Hameln,,
43134,Dobutamin Hameln,,
43135,Dobutamin Hameln,,
43136,Dobutamin Hameln,,
43137,Dobutamin Hameln,,
43138,Dobutamin Hameln,,
43139,Dobutamin Liquid Fresenius,,
43140,Dobutamin Panpharma,,
43141,Dobutamin Pharmaselect,,
43142,Dobutamin Sandoz,,
43143,Dobutamina Admeda,,
43144,Dobutamina Beapy,,
43145,Dobutamina Bioindustria Lim,,
43146,Dobutamina Generis,,
43147,Dobutamină Hameln,,
43148,Dobutamina Hikma,,
43149,Dobutamina Hikma,,
43150,Dobutamina Hikma,,
43151,Dobutamină Panpharma,,
43152,Dobutamine Cf,,
43153,Dobutamine Hameln,,
43154,Dobutamine Hameln Pharma,,
43155,Dobutamine Hameln Pharma,,
43156,Dobutamine Hikma,,
43157,Dobutamine Hikma Farmacêutica (Portugal),,
43158,Dobutamine Hydrochloride Ennogen Pharma,,
43159,Dobutamine I.V. Infusievloeistof Hameln,,
43160,Dobutamine Mercury Pharmaceuticals (Ireland),,
43161,Dobutamine Panpharma,,
43162,Dobutamine Panpharma,,
43163,Dobutamine Panpharma,,
43164,Dobutamine Panpharma,,
43165,Dobutamine Steriel Concentraat Hameln,,
43166,Dobutamine Tzf,,
43167,Dobutamine Tzf,,
43168,Dobutamine Viatris,,
43169,Dobutamine Wockhardt Uk,,
43170,Dobutan,,
43171,Dobutrex,,
43172,Dobutrex Pharmacodane,,
43173,Dobutrex Stada Nordic,,
43174,Dobutrex Viatris,,
43175,Dobutrex Viatris,,
43176,Doc,,
43177,Doc,,
43178,Doc Schmerzgel,,
43179,Doc Schmerzgel,,
43180,Docartan,,
43181,Doce,,
43182,Doce Alívio,,
43183,Docetaksel Sandoz,,
43184,Docetaksel Teva,,
43185,Docetaksel Zentiva,,
43186,Docetaxel Accord,,
43187,Docetaxel Accord,,
43188,Docetaxel Accord,,
43189,Docetaxel Accord,,
43190,Docetaxel Actavis,,
43191,Docetaxel Actavis,,
43192,Docetaxel Aqvida,,
43193,Docetaxel Aqvida Gmbh,,
43194,Docetaxel Arrow,,
43195,Docetaxel Aurobindo,,
43196,Docetaxel Aurobindo,,
43197,Docetaxel Aurovit,,
43198,Docetaxel Aurovitas,,
43199,Docetaxel Aurovitas,,
43200,Docetaxel Cell Pharm,,
43201,Docetaxel Ebewe,,
43202,Docetaxel Ebewe,,
43203,Docetaxel Ebewe,,
43204,Docetaxel Ebewe,,
43205,Docetaxel Ebewe,,
43206,Docetaxel Ebewe,,
43207,Docetaxel Ebewe,,
43208,Docetaxel Ebewe,,
43209,Docetaxel Ebewe,,
43210,Docetaxel Eugia,,
43211,Docetaxel Eugia,,
43212,Docetaxel Eugia,,
43213,Docetaxel Ever Pharma,,
43214,Docetaxel Ever Valinject,,
43215,Docetaxel Glenmark,,
43216,Docetaxel Hikma,,
43217,Docetaxel Hikma,,
43218,Docetaxel Hikma,,
43219,Docetaxel Hikma,,
43220,Docetaxel Hikma,,
43221,Docetaxel Hikma,,
43222,Docetaxel Hikma,,
43223,Docetaxel Hikma,,
43224,Docetaxel Hikma,,
43225,Docetaxel Hikma Farmacêutica (Portugal),,
43226,Docetaxel Hospira,,
43227,Docetaxel Hospira,,
43228,Docetaxel Hospira,,
43229,Docetaxel Hospira,,
43230,Docetaxel Hospira,,
43231,Docetaxel Kabi,,
43232,Docetaxel Kabi,,
43233,Docetaxel Kabi,,
43234,Docetaxel Kabi,,
43235,Docetaxel Kelix Bio,,
43236,Docetaxel Nordic,,
43237,Docetaxel Nordic,,
43238,Docetaxel Phares,,
43239,Docetaxel Phares,,
43240,Docetaxel Ratiopharm,,
43241,Docetaxel Ratiopharm,,
43242,Docetaxel Ratiopharm Italia,,
43243,Docetaxel Sandoz,,
43244,Docetaxel Sandoz,,
43245,Docetaxel Sanoswiss,,
43246,Docetaxel Seacross,,
43247,Docetaxel Seacross,,
43248,Docetaxel Seacross,,
43249,Docetaxel Seacross,,
43250,Docetaxel Seacross,,
43251,Docetaxel Seacross,,
43252,Docetaxel Seacross,,
43253,Docetaxel Seacross Pharma (Europe),,
43254,Docetaxel Seacross Pharmaceuticals,,
43255,Docetaxel Stada,,
43256,Docetaxel Stada,,
43257,Docetaxel Teva,,
43258,Docetaxel Tillomed,,
43259,Docetaxel Tillomed,,
43260,Docetaxel Tillomed,,
43261,Docetaxel Tillomed,,
43262,Docetaxel Tillomed,,
43263,Docetaxel Tillomed,,
43264,Docetaxel Tillomed Laboratories,,
43265,Docetaxel Zentiva,,
43266,Docile,,
43267,Docile,,
43268,Dociton,,
43269,Dociton,,
43270,Doclatim,,
43271,Doclevo,,
43272,Docosanol Dendron Brands,,
43273,Doctril Forte,,
43274,Docusate Sodium Adult Typharm,,
43275,Docusate Sodium Lucis Pharma,,
43276,Docusate Sodium Paediatric Typharm,,
43277,Docusate Sodium Rosemont Pharmaceuticals,,
43278,Docusate Typharm,,
43279,Docusol Adult Solution,,
43280,Docusol Paediatric,,
43281,Dodecavit,,
43282,Dodefar,,
43283,"Dodepar, Vitaminas Do Complexo B + Folinato De Cálcio,associação",,
43284,Döderlein Med,,
43285,Dofliga,,
43286,Dofliga,,
43287,Dofliga,,
43288,Dogetic,,
43289,Dogmatil,,
43290,Dogmatil,,
43291,Dogmatil,,
43292,Dogmatil,,
43293,Dogmatil,,
43294,Dogmatil,,
43295,Dogmatil,,
43296,Dogmatil,,
43297,Dogmatil,,
43298,Dogmatil,,
43299,Dogmatil,,
43300,Dogmatil Forte,,
43301,Dogmatil Forte,,
43302,Dogmatil Fuerte,,
43303,Dogmatil Kapseln,,
43304,Dogmatil Saft,,
43305,"Dogmatil Sans Sucre, Édulcorée Au Cyclamate De Sodium",,
43306,Dogmatyl,,
43307,Dogrivio,,
43308,Doksazosin/Finasterid Mip,,
43309,Doksiciklin Belupo,,
43310,Doksivibra,,
43311,Doksorubicin Accord,,
43312,Doksorubicin Sandoz,,
43313,Doksorubicin Teva,,
43314,Doksycyklin Hexal,,
43315,Doksylamina Geiser,,
43316,Doktacillin,,
43317,Doktacillin,,
43318,Dokusatnatrium/Sorbitol Evolan,,
43319,Dolacen,,
43320,Dolair,,
43321,Dolait,,
43322,Dolak Retard,,
43323,Dolalgial Clonixino Lisina,,
43324,Dolamizol,,
43325,Dolanaest,,
43326,Dolantina,,
43327,Dolatramyl,,
43328,Dolatramyl,,
43329,Dolatramyl,,
43330,Dolatramyl,,
43331,Dolaut,,
43332,Dolaut Gola,,
43333,Dolaut Gola,,
43334,Dolaut Mono,,
43335,Dolbedol,,
43336,Dolbedol,,
43337,Dolcontin,,
43338,Dolcontin,,
43339,Dolcontin,,
43340,Dolcur,,
43341,Dolengrip,,
43342,Dolenio,,
43343,Dolenio,,
43344,Dolenio,,
43345,Dolenio,,
43346,Dolenio,,
43347,Dolenio,,
43348,Dolenio,,
43349,Dolenio,,
43350,Dolenio,,
43351,Dolenio,,
43352,Dolenio,,
43353,Dolenio,,
43354,Dolenio,,
43355,Dolenio,,
43356,Dolenio,,
43357,Dolenio,,
43358,Dolergot Duo,,
43359,Dolerin,,
43360,Dolerin,,
43361,Dolerin,,
43362,Doleron,,
43363,Dolestan Forte Zur Anwendung Bei Erwachsenen,,
43364,Dolex,,
43365,Dolfin,,
43366,Dolflash,,
43367,Dolforin,,
43368,Dolforin,,
43369,Dolforin,,
43370,Dolforin,,
43371,Dolginox Schlaftropfen,,
43372,Dolgit,,
43373,Dolgit,,
43374,Dolgit,,
43375,Dolgit,,
43376,Dolgit,,
43377,Dolgit,,
43378,Dolgit,,
43379,Dolgit,,
43380,Dolgit,,
43381,Dolgit,,
43382,Dolgit,,
43383,Dolgit,,
43384,Dolgit,,
43385,Dolgit,,
43386,Dolgit,,
43387,Dolgit,,
43388,Dolgit 400,,
43389,Dolgit Akut,,
43390,Dolgit Akut 400,,
43391,Dolgit Akut Schmerzgel,,
43392,Dolgit Akutschmerzcreme,,
43393,Dolgit Gel,,
43394,Dolgit Ibu,,
43395,Dolgit Max,,
43396,Dolgit Schmerzgel,,
43397,"Dolgit® Schmerzgel, 50 Mg/G Gel",,
43398,Dolgosin,,
43399,Dolgosin,,
43400,Dolibloc Bambini Gusto Arancia Senza Zucchero,,
43401,Dolibloc Bambini Gusto Fragola Senza Zucchero,,
43402,Dolifen,,
43403,Dolifenil,,
43404,Dolintol,,
43405,Doliprane,,
43406,Doliprane,,
43407,Doliprane Adultes,,
43408,Dolipraneliquiz,,
43409,"Dolipraneliquiz Édulcorée Au Sorbitol, Au Sucralose Et À La Néohespéridine Dc",,
43410,Dolipraneorodoz,,
43411,Dolipranetabs,,
43412,Dolipranevitaminec,,
43413,Dolirhume,,
43414,Dolirhumepro,,
43415,Dolirief,,
43416,Dolirief,,
43417,Dolirief,,
43418,Dolirief,,
43419,Dolirobax,,
43420,Dolirobax Tabletta,,
43421,Dolivio,,
43422,Dolket,,
43423,Dolko,,
43424,Dolmatil,,
43425,Dolmed,,
43426,Dolmen,,
43427,Dolmen,,
43428,Dolmen,,
43429,Dolmen,,
43430,Dolmen,,
43431,Dolmen,,
43432,Dolmen,,
43433,Dolmina,,
43434,Dolmina,,
43435,Dolna,,
43436,Dolnada,,
43437,Dolo Injektopas Homöopathisches Arzneimittel Zur Besserung Von Nervenschmerzen,,
43438,Dolobene,,
43439,Dolobene,,
43440,Dolobene,,
43441,Dolobene,,
43442,Dolobene Ibu,,
43443,Dolocalma,,
43444,Dolocalma,,
43445,Dolocatil,,
43446,Dolocatil,,
43447,Dolocatil,,
43448,Dolocopin,,
43449,Dolodens,,
43450,Dolodent,,
43451,Dolodent,,
43452,Dolo-Dobendan,,
43453,Dolofast Tubo 50 G,,
43454,Dolofest,,
43455,Doloflex,,
43456,Dolofort,,
43457,Dolokain,,
43458,Dolol,,
43459,Dolol Retard Uno,,
43460,Dololavi,,
43461,Dololibre,,
43462,Dololibre,,
43463,Dolomate,,
43464,Dolomax,,
43465,Dolomedil,,
43466,Dolomidina,,
43467,Dolomit,,
43468,Dolomo,,
43469,Dolomo Tn,,
43470,Dolomorphon,,
43471,Dolomorphon Akut,,
43472,Doloplant,,
43473,Doloposterine N Salbe,,
43474,Doloposterine N Zäpfchen,,
43475,Doloproct,,
43476,Doloproct,,
43477,Doloproct,,
43478,Doloproct,,
43479,Doloproct,,
43480,Doloproct,,
43481,Doloproct,,
43482,Doloproct,,
43483,Doloproct,,
43484,Doloproct,,
43485,Doloproct,,
43486,Doloproct,,
43487,Doloproct,,
43488,Doloproct,,
43489,Doloproct,,
43490,Doloproct,,
43491,Dolopyrin,,
43492,Dolorac,,
43493,Dolorac Pediátrico,,
43494,Doloramol,,
43495,Doloramol Xpress,,
43496,Dolorflu Akut,,
43497,Dolorilgel,,
43498,Dolorin,,
43499,Dolorin,,
43500,Dolorin Junior,,
43501,Doloris,,
43502,Dolormin Extra,,
43503,Dolormin Für Frauen Bei Menstruationsbeschwerden Mit,,
43504,Dolormin Für Kinder,,
43505,Dolormin Für Kinder Saft,,
43506,Dolormin Gs,,
43507,Dolormin Migräne Filmtabletten,,
43508,Dolormin Schmerztabletten,,
43509,Dolortriptan Bei Migräne,,
